sentence1,sentence2,label
তিন সপ্তাহের মধ্যে সরকার গঠন করবেন জেসিন্ডা,নিরঙ্কুশ জয়ে দ্বিতীয় দফায় নিউজিল্যান্ডের প্রধানমন্ত্রী আর্ডার্ন,0
ফিটনেস টেস্টে ফেল নাসির,"সর্বোচ্চ স্কোর নয়, সাকিব স্ট্যান্ডার্ডের কাছেই আছেন",0
অবশেষে সুর নরম করলেন ফরাসি প্রেসিডেন্ট,মুসলিমদের অনুভূতি আমি বুঝতে পেরেছি : ম্যাঁক্রো,0
মাদক সংশ্লিষ্টতা তদন্তে অর্জুন রামপালের বাড়িতে তল্লাশি,"এনসিবি-র দফতরে অর্জুন রামপাল, মাদক তদন্তে জেরা, গ্রেফতার অভিনেতার বন্ধু",0
"শিয়ালদা - হাওড়া থেকে কবে চলবে লোকাল ট্রেন, জানা যাবে কাল",লোকাল ট্রেন চালু প্রসঙ্গে গ্রীন সিগন্যাল দিল রাজ্য,0
মিশিগানের ভোট গণনা পদ্ধতি নিয়ে তদন্তের ঘোষণা,জর্জিয়ায় ভোট পুনঃ গণনার ঘোষণা দিয়েছেন রাজ্যটির গভর্নর ব্রেড রাফেনসবার্গার,0
মেসিকে নিয়ে এত প্রশ্ন কখনো শুনতে হয়নি বার্সা কোচকে,মেসিকে বেতন দেয়ার সামর্থ্য নেই বার্সেলোনার!,0
আবেগঘন বার্তায় স্বামীকে পরিচয় করালেন কাজল,সাত পাকে বাঁধা পড়লেন সুপারস্টার নায়িকা কাজল,0
বিশ্বে করোনায় একদিনে রেকর্ড প্রায় সাড়ে ৭ হাজার মানুষের মৃত্যু,করোনায় টানা রেকর্ড সংক্রমণ দেখছে বিশ্ব,0
৯৫ শতাংশ কার্যকর ফাইজার-বায়োএনটেকের ভ্যাকসিন,যুক্তরাষ্ট্রে করোনাভাইরাস টিকা সরবরাহ শুরু ফাইজারের,0
"শীতের সুখে বাধা, বাড়বে তাপমাত্রা, ঘনাচ্ছে নিম্মচাপ",দেশের সর্বনিম্ন তাপমাত্রা তেঁতুলিয়ায়,0
র‌্যাব দেখে ‘কোটি টাকা জানালা দিয়ে ফেলে দিচ্ছিল’ রোহিঙ্গা দম্পতি,মাদক বিক্রির কোটি টাকাসহ রোহিঙ্গা দম্পতি আটক,0
বিচার না পেলে লংমার্চের হুমকি,সংখ্যালঘু নির্যাতনের প্রতিবাদে সারাদেশে বিক্ষোভ,0
মুজিববর্ষ উপলক্ষে সন্ধ্যায় বসছে বিশেষ অধিবেশন,করোনায় আক্রান্ত একসঙ্গে ছয় এমপি,0
ঢাবিতে ভর্তি পরীক্ষায় ‘ঘ’ ও ‘চ’ ইউনিট থাকছে না,ঘ' ও 'চ' ইউনিট বিলুপ্ত হলে জটিলতা তৈরি হবে?,0
করোনার টিকা নিয়ে মডার্না ও ফাইজারের সামনে চ্যালেঞ্জ,"এবার ফাইজারের দাবি, তাদের টিকা ৯৫% কার্যকর",0
রাশিয়ার করোনা টিকার উৎপাদন করতে পারে ভারত : পুতিন,"করোনা টিকা পেতে বিশ্বব্যাপী প্রস্তুতকারকদের সঙ্গে কথা ভারতের, দাম নিয়ে উদ্বেগ",0
কালীপুজোর আগেই লোকাল ট্রেন চালু হতে পারে রাজ্য.,"ট্রেন চলবে ১০-১৫%, অর্ধেক যাত্রী নিয়ে লোকাল চায় রেল",0
নেভাদা ও পেনসিলভানিয়ায় এগিয়ে জয়ের দ্বারপ্রান্তে বাইডেন,আইনি লড়াইয়ে যাচ্ছে রিপাবলিকান পার্টি,0
স্বেচ্ছায় আইসোলেশনে গেলেন সালমান খান,সালমান খানের করোনা নেগেটিভ,0
তালায় ফেসবুকে স্ট্যাটাস দিয়ে ছাত্রলীগ কর্মীর আত্মহত্যা,"ছাত্রলীগের নেশাটাই আমাকে শেষ করে দিল, তাই চলে গেলাম'",0
যা বললেন বাইডেন নবনির্বাচিত প্রেসিডেন্ট,প্রথম নারী ভাইস প্রেসিডেন্ট পেতে যাচ্ছে যুক্তরাষ্ট্র,0
বুকভরা কষ্ট নিয়ে চলেই গেলেন ছাত্রলীগের বাবু,"যদি আর একটু খোঁজ করতে, আমার সমস্যাগুলো শুনতে'",0
সৌমিত্রের আদি বাড়ি ছিল কুষ্টিয়ার কয়া গ্রাম,সত্যজিত রায়ের অপু যেভাবে ফেলুদা হয়ে উঠলেন,0
মার্কিন নির্বাচনে আলোচিত ইলেক্টোরাল কলেজ পদ্ধতি কী?,"ট্রাম্প, নাকি বাইডেন, কে হচ্ছেন আমেরিকার ৫৯তম রাষ্ট্রপতি?",0
"সামনে শুধু পেলে, রোনাল্ডোকে টপকে ব্রাজিলের দ্বিতীয় সর্বোচ্চ গোলদাতা নেইমার","নেইমারের হ্যাটট্রিকে ব্রাজিলের জয়, ১৫ বছর পর জিতল আর্জেন্টিনা",0
করোনায় সুস্থ ৩ কোটি ১৬ লাখ,"মৃত্যু ১১ লাখ ৫৩ হাজার, আক্রান্ত ৪ কোটি ৩০ লাখের বেশি",0
আবারো ব্যর্থ ধোনি; কলকাতার ঘাম ঝরানো জয়,ত্রিপাঠি নৈপুণ্যে চেন্নাইকে হারালো কলকাতা,0
"বড়সড় স্বস্তি গ্রাহকদের, উৎসবের মরশুমে রান্নার গ্যাসের দাম জেনে নিন",রান্নার গ্যাস সিলিন্ডারের নতুন দাম জারি করল সরকারি তেল সংস্থাগুলি!,0
সমর্থকদের শান্ত থাকতে বললেন বাইডেন,"নির্বাচনে কে বিজয়ী, কখন জানা যাবে?",0
ক্ষুধা নিরসনে ভারত-পাকিস্তানের চেয়ে এগিয়ে বাংলাদেশ,"খুন, ধর্ষণ, লুটপাট, চাঁদাবাজি, ঘুষ, দুর্নীতিনেতিবাচক খবরের যেন শেষ নেই।",0
জঙ্গি আস্তানায় মিলল বোমা তৈরির সরঞ্জাম-পিস্তল-চাপাতি,"শাহজাদপুরে ৪ জঙ্গির আত্মসমর্পণ, আগ্নেয়াস্ত্র-জিহাদি বই উদ্ধার",0
"প্রধানমন্ত্রীকে চিঠি মুখ্যমন্ত্রীর, নেতাজির জন্মদিনে জাতীয় ছুটি ও অন্তর্ধান রহস্যের তথ্য প্রকাশের দাবি","নেতাজির জন্মজয়ন্তীতে জাতীয় ছুটি ঘোষণার দাবি, মোদিকে চিঠি মমতার",0
"লিভ-ইন থেকে লুকিয়ে বাগদান', দীর্ঘদিনের সম্পর্ক ছেড়ে কেন বেরিয়ে এলেন 'জ্যাকি' কন্যা",প্রেমিকের সঙ্গে জ্যাকি কন্যার ব্রেকআপ,0
"করোনায় ২৪ ঘণ্টায় ১৩ জনের মৃত্যু, নতুন আক্রান্ত ১২৮৯","২৪ ঘণ্টায় করোনায় আরো ১৮ জনের মৃত্যু, শনাক্ত ১৪৭৪",0
অবশেষে গ্রেফতার এসআই আকবর,এক মাসেও ধরা পড়েনি আকবর,0
ট্রাম্পের চেয়ে ১০ পয়েন্টে এগিয়ে বাইডেন,গুরুত্বপূর্ণ চার রাজ্যে এগিয়ে বাইডেন,0
"বিনয়–বিমল দ্বৈরথ থামাতে উদ্যোগী মুখ্যমন্ত্রী, বিনয় তামাংকে তলব নবান্নে","বিনয়-অনিতদের বৈঠকে ডাকলেন মুখ্যমন্ত্রী, গুরুং বিরোধী মিছিলে উত্তাপ বাড়ছে পাহাড়ে",0
"সাত পাকে বাঁধা পড়লেন নেহা কক্কর-রোহনপ্রীত, সোশ্যাল মিডিয়ায় ভাইরাল বিয়ের ভিডিও",বিয়ে করছেন নেহা কক্কর,0
ষষ্ঠ-নবম শ্রেণির শিক্ষার্থীদের অ্যাসাইনমেন্ট ফি নেওয়া যাবে না,দোকানে ৩০ টাকায় মিলছে শিক্ষার্থীদের অ্যাসাইনমেন্ট!,0
দেশে করোনায় মৃত্যু কমলেও বেড়েছে আক্রান্ত,"মৃত্যু ১১ লাখ ছাড়াল, আক্রান্ত ৩ কোটি সাড়ে ৯২ লাখের বেশি",0
"ঘুম ভেঙে দেখি স্কোর ৩৬৯, চোখ ধুয়ে দেখি ৩৬/৯ : শোয়েব",চোখে পানি দিয়েও ভারতের স্কোর বিশ্বাস হচ্ছিল না শোয়েবের,0
দিল্লিকে বিশাল ব্যবধানে হারাল হায়দরাবাদ,"ঋদ্ধির দুরন্ত ৮৭, দিল্লিকে হারিয়ে আইপিএলে টিকে রইল হায়দরাবাদ",0
"১২ দিন শাহরুখের সিনেমার শুটিং করবেন সালমান, এরপর ‘টাইগার থ্রি’",শাহরুখের ডাকে ফিরছেন সালমান,0
বেপরোয়া করোনায় বিশ্বে আক্রান্ত ছাড়াল ৪ কোটি ৬৩ লাখ,বিশ্বে করোনায় মৃতের সংখ্যা ১১ লাখ ৮৬ হাজার ছাড়ালো,0
"শেষ প্রচারে ‘ব্যাটলগ্রাউন্ডে’ ট্রাম্প, বাইডেন",ডেমোক্র্যাট ঘাঁটি দখলে মরিয়া ট্রাম্প,0
একদিনে এত করোনা রোগী আগে দেখেনি বিশ্ব,বিশ্বজুড়ে ২৪ ঘণ্টায় মৃত্যু সাড়ে ৭ হাজার,0
রোহিঙ্গা ইস্যুতে কার কী অবস্থান,মিয়ানমারে নির্বাচন : অং সান সু চি কী আবারো জিতবেন?,0
"মৃত্যু ১১ লাখ ৮ হাজার, আক্রান্ত ৩ কোটি ৯৬ লাখের বেশি",ভারতে গত ২৪ ঘণ্টায় ৬২ হাজার ২১২ জন নতুন করে করোনাভাইরাসে আক্রান্ত হয়েছেন,0
বিশ্বব্যাপী করোনা আক্রান্তের সংখ্যা সাড়ে ৪ কোটি ছাড়ালো,২৪ ঘন্টায় বিশ্বজুড়ে করোনাভাইরাসে আক্রান্ত ৫ লাখ এর বেশি,0
মৌসুমের সর্বনিম্ন তাপমাত্রা তেঁতুলিয়ায়,"শীতের সুখে বাধা, বাড়বে তাপমাত্রা, ঘনাচ্ছে নিম্মচাপ",0
"মাস্ট উইন ম্যাচে টস হারলেন মরগ্যান, কী সিদ্ধান্ত নিলেন সিএসকে অধিনায়ক?",প্লে-অফের লড়াইয়ে থাকতে আজ চেন্নাইয়ের বিরুদ্ধে মাস্ট উইন ম্যাচ কেকেআরের,0
ক্ষুধার সূচকে বড় অগ্রগতি বাংলাদেশের,ক্ষুধা সূচকে ভারত–পাকিস্তানের চেয়ে এগিয়ে বাংলাদেশ,0
রোনালদোকে ছাড়িয়ে পেলের রেকর্ডে চোখ নেইমারের,নেইমারের হ্যাটট্রিকে ব্রাজিলের দারুণ জয়,0
"আকাশই তোমার সীমানা, উড়তে থাকো'",জায়গা খোয়ালেও উত্তরসূরির অর্জনে ভীষণ আনন্দিত তিনি।,0
কিছুটা স্থিতিশীল বর্ষীয়ান অভিনেতা সৌমিত্র চট্টোপাধ্যায়ের শারীরিক অবস্থা।,"খুব বেশি আশা করা যাবে না, সৌমিত্রর শারীরিক অবস্থা নিয়ে বললেন তাঁর চিকিৎসক",0
মেসিকে ভোট দিলেও মেসির ভোট পাননি রোনালদো,রোনালদোকে ভোট না দিয়ে মেসির প্রতিশোধ?,0
আলোচনার মাধ্যমে ‘বিক্ষুব্ধ’ শুভেন্দুর মন বোঝার চেষ্টা শুরু করেছে তৃণমূল,"শুভেন্দুর মুখোমুখি তৃণমূল সাংসদ, বৈঠকে 'যুবরাজে'র নিশানায় অভিষেক, প্রশান্ত কিশোর",0
সেলসম্যানের ঘর থেকে হোয়াইট হাউসের পথে,বাইডেন: রাজনীতির এক বিস্ময়,0
"বলিউড মাদক তদন্তে এনসিবি দফতরে হাজিরা দিলেন অর্জুন রামপাল, চলছে জিজ্ঞাসাবাদ",বলিউড অভিনেতা সুশান্ত সিং রাজপুতের মৃত্যুর পড় বলিউডপাড়া যেন কেঁপে উঠেছে।,0
করোনামুক্ত হয়ে ফিরলেন তাহসান ও স্পর্শিয়া,তাহসানের নায়িকা হচ্ছেন স্পর্শিয়া,0
নেহা কক্করের মেহেদির ছবি সামনে এল,"নেহা কক্করের গায়ে হলুদ, হলুদ রঙা শাড়িতে ধরা দিলেন গায়িকা",0
কালীপুজোর আগেই লোকাল ট্রেন চালু হতে পারে রাজ্য.,"‘নিশ্চিতভাবে সব সেকশনে লোকাল ট্রেন চলবে’, চূড়ান্ত সিদ্ধান্ত বৃহস্পতিবার",0
পরিসংখ্যানে বাংলাদেশের অভিষেক টেস্ট,টেস্টে দুই দশকে বাংলাদেশের যত অর্জন,0
দৌড়ে এগিয়ে গেল মডার্না,রাশিয়ার করোনা টিকার উৎপাদন করতে পারে ভারত : পুতিন,0
ধর্মীয় উত্তেজনা ছড়ানোর অভিযোগে কঙ্গনা রানাওয়াতের বিরুদ্ধে এফআইআর দায়ের,"‘মহারাষ্ট্রের পাপ্পু সেনা তো আমাকে ছাড়া কিছু দেখতে পাচ্ছে না’, এফআইআর নিয়ে তীক্ষ্ণ প্রতিক্রিয়া কঙ্গনার",0
বিপাকে মিলিন্দ সোমন,"সৈকতে নগ্ন হয়ে দৌড়, মিলিন্দ সোমনের বিরুদ্ধে এফআইআর দায়ের",0
সাম্প্রদায়িক বিভেদ ও ধর্মীয় উত্তেজনা তৈরির চেষ্টায় কঙ্গনা',কঙ্গনার বিরুদ্ধে এফআইআর দায়ের করার নির্দেশ আদালতের,0
গণনা শুরু হওয়ার চার দিনের মাথায় অবশেষে এল মার্কিন রাষ্ট্রপতি নির্বাচনের ফল,বাইডেন ও কমলা হ্যারিসকে অভিনন্দন ওবামার,0
করোনায় একদিনে সর্বোচ্চ শনাক্তের রেকর্ড,১০ মাসে ১১ লাখ প্রাণ কাড়ল করোনা,0
"সিরাজগঞ্জে ‘জঙ্গি আস্তানায়’ অভিযান, চারজনের আত্মসমর্পণ",সিরাজগঞ্জে 'জঙ্গি আস্তানা' সন্দেহে বাড়ি ঘেরাও,0
নেইমারের সামনে শুধুই পেলে,"হ্যাটট্রিকে রেকর্ড গড়লেন নেইমার, ব্রাজিলের জয়",0
৯৫ শতাংশ কার্যকর ফাইজার-বায়োএনটেকের ভ্যাকসিন,"কোভিড টিকা নিয়ে মডার্না-র সঙ্গে কথা শুরু ভারতের, দাবি সূত্রের",0
"সামনে শুধু পেলে, রোনাল্ডোকে টপকে ব্রাজিলের দ্বিতীয় সর্বোচ্চ গোলদাতা নেইমার",নেইমারের হ্যাটট্রিকে পেরুকে উড়িয়ে দিল ব্রাজিল,0
"শুরুতে ১০-১৫% ট্রেন, লোকাল নিয়ে চূড়ান্ত সিদ্ধান্ত ৫ নভেম্বর!",শ্রেয়সী গঙ্গোপাধ্যায়: রাজ্যের সঙ্গে বৈঠকের আগে আভ্যন্তরীণ বৈঠক করল রেল।,0
কোহলির অধিনায়কত্বের বিষয়ে দ্বিমত গম্ভীর-শেবাগের,ব্যাঙ্গালুরুর নেতৃত্ব থেকে কোহলির সরে দাঁড়ানো উচিত',0
বাইডেনের জয় এখন সময়ের ব্যাপার,যা বললেন বাইডেন নবনির্বাচিত প্রেসিডেন্ট,0
"বিগ বসের ঘরে প্রেম, লাভ জিহাদের অভিযোগ করণি সেনার","এজাজ-পবিত্রর চুমু ঘিরে বিতর্ক, লভ জিহাদের অভিযোগ এনে বিগ বস বন্ধের দাবি করণি সেনার",0
দোদুলের নতুন থ্রিলারে জুটি বাঁধলেন তাহসান-স্পর্শিয়া,করোনামুক্ত হয়ে ফিরলেন তাহসান ও স্পর্শিয়া,0
"সুর প্লাটালেন ম্যাঁক্রো, বললেন মহানবীর কার্টুন আঁকাকে সমর্থন করি না",আমি মুসলিমদের প্রতি শ্রদ্ধাশীল: ম্যাক্রোঁ,0
সাকিবের ‘ভাগ্যবান দশ’ ভক্তের একজন হতে পারেন আপনিও,লাইভে আসছেন সাকিব,0
আইপিএলে অধিনায়ক কোহলির অধ্যায় কি শেষ?,ব্যাঙ্গালুরুর নেতৃত্ব থেকে কোহলির সরে দাঁড়ানো উচিত',0
বিশ্ব ক্ষুধা সূচকে ১৩ ধাপ এগিয়েছে বাংলাদেশ,ক্ষুধা সূচকে ভারত–পাকিস্তানের ওপরে বাংলাদেশ,0
তৃতীয় বিয়েটাও ভাঙতে চলেছে কলকাতার অভিনেত্রী শ্রাবন্তী চট্টোপাধ্যায়ের।,বিচ্ছেদের হতে না হতেই নতুন ইনিংস শুরু করলেন শ্রাবন্তী,0
"শেষ প্রচারে ‘ব্যাটলগ্রাউন্ডে’ ট্রাম্প, বাইডেন",চমক দেখিয়ে জয় ছিনিয়ে আনতে শেষ ২ দিনের প্রচারে ট্রাম্প,0
করোনায় বিশ্বে মৃতের সংখ্যা ছাড়াল ১২ লাখ,করোনায় সুস্থ ৩ কোটি ৩৭ লাখ,0
করোনা আক্রান্ত ছাড়াল ৪ কোটি ৬৮ লাখ,করোনায় মৃতের সংখ্যা ১২ লাখ ছাড়ালো,0
বিশ্বে করোনায় ১১ লাখ ৯৪ হাজার লোকের মৃত্যু,বিশ্বব্যাপী প্রতিনিয়ত মহামারি করোনাভাইরাসে আক্রান্ত ও মৃতের সংখ্যা বাড়ছে,0
অশ্লীলতাকে ‘উৎসাহ’ দেওয়ার অভিযোগে ফাঁসলেন মিলিন্দ সোমান,"সমুদ্র সৈকতে নগ্ন হয়ে দৌড়, পুলিশে অভিযোগ মিলিন্দ সুমনের বিরুদ্ধে",0
"‘সাম্প্রদায়িক বিভেদ এবং ধর্মীয় উত্তেজনা তৈরির চেষ্টা করছেন কঙ্গনা’, এফআইআর-এর নির্দেশ আদালতের","‘মহারাষ্ট্রের পাপ্পু সেনা তো আমাকে ছাড়া কিছু দেখতে পাচ্ছে না’, এফআইআর নিয়ে তীক্ষ্ণ প্রতিক্রিয়া কঙ্গনার",0
জাদু ভিশনের বিরুদ্ধে পাল্টা অভিযোগ কোয়াবের,ভারতের সাত চ্যানেলের সম্প্রচার বন্ধ,0
ওয়াশিংটন: মার্কিন প্রেসিডেন্ট হিসেবে ক্রমশ জয় নিশ্চিত হতে চলেছে জো বাইডেনের,সম্ভাবনাময় বাইডেনের জন্য নিরাপত্তা জোরদার করা হবে,0
বাইডেন-কমলাকে বিএনপির অভিনন্দন,বাইডেনকে অভিনন্দন জানালেন জাস্টিন ট্রুডো,0
শিশু বিশেষজ্ঞ চরিত্রে রিয়াজ,সোহেলের নির্মাণে ক্যামেরার সামনে রিয়াজ-আরশি,0
বঙ্গবন্ধুর ওপর সোমবার স্মারক বক্তৃতা করবেন রাষ্ট্রপতি,সংসদের বিশেষ অধিবেশন শুরু আজ,0
র‌্যাব দেখে ‘কোটি টাকা জানালা দিয়ে ফেলে দিচ্ছিল’ রোহিঙ্গা দম্পতি,"চট্টগ্রামে আবাসিকে ইয়াবা হাট, কোটি টাকা নিয়ে রোহিঙ্গা দম্পতি আটক",0
"অনিশ্চয়তার দ্বারপ্রান্তে যুক্তরাষ্ট্র, রাত পোহালেই নির্বাচন",হোয়াইট হাউসের চাবি কার,0
সৌমিত্রের সেরা ১০ সিনেমা,সৌমিত্রের আদি বাড়ি ছিল কুষ্টিয়ার কয়া গ্রাম,0
হাইকোর্টের রায়ের বিরুদ্ধে আইনজীবীদের ১ টাকার প্রতিবাদ,জুম্মানের আইনজীবী সনদের বৈধতা দেওয়া রায় স্থগিত চেয়ে আবেদন,0
সৌমিত্র চট্টোপাধ্যায়ের চিরপ্রস্থান,প্রথম আলাপেই সৌমিত্রর মধ্যে অপুকে খুঁজে পেয়েছিলেন সত্যজিৎ রায়,0
বাইডেনের জীবনের গল্প সত্যিই উৎসাহ দেয় মানুষকে।,একজন সেলসম্যানের ঘর থেকে হোয়াইট হাউসের পথে বাইডেন,0
বঙ্গবন্ধু টি-২০ কাপের পাঁচ দল চূড়ান্ত,বঙ্গবন্ধু টি-টোয়েন্টি টুর্নামেন্টে সর্বোচ্চ পারিশ্রমিক ১৫ লাখ,0
মুখোমুখি লড়াইয়ে নৈপুণ্য দেখানোর সুযোগ মেলেনি সালমা-জাহানারার,সালমার ট্রেইলব্লেজার্সের কাছে উড়ে গেলো জাহানারার ভেলোসিটি,0
বড় হারে আইপিএল শুরু অধিনায়ক মরগানের,কলকাতার নতুন অধিনায়ক মর্গ্যান,0
ভারতে গত ২৪ ঘণ্টায় নতুন করে করোনাভাইরাসে সংক্রমিত হয়েছেন ৪৮ হাজার ২৬৮ জন।,করোনা: নির্বাচনের আগে যুক্তরাষ্ট্রে রেকর্ড সংক্রমণ ও মৃত্যু,0
করোনাভাইরাস: বিশ্বব্যাপী মৃতের সংখ্যা ১২ লাখ ছাড়ালো,বিশ্বে একদিনে করোনাক্রান্ত সাড়ে ৫ লাখের বেশি মানুষ,0
মুখোশের অন্তরালে তিনি ‘সিরিয়াল কিলার’,কাল রাতে এনটিভিতে ‘মুখোশের অন্তরালে’,0
দুরন্ত টেইলরকে থামিয়ে পাকিস্তানকে জেতালেন ওয়াহাব-শাহীন,"আবারও হাস্যকর রানআউট, একপ্রান্তে পাকিস্তানের দুই ব্যাটসম্যান",0
"‘তুমিও প্রেসিডেন্ট হবে’, নাতনির সঙ্গে কমলার কথোপকথনের ভিডিয়ো ভাইরাল","আমি সবার প্রেসিডেন্ট',...জয়ের পরেই টুইট বাইডেনের",0
করোনা আবহে খবরের শিরোনামে থাকতেই কি সম্পূর্ণ নগ্ন হয়ে সমুদ্র সৈকতে ছবি তুললেন এই সেলিব্রিটি?,সৈকতে নগ্ন হয়ে দৌড় দেওয়ায় পুলিশে অভিযোগ,0
বড় ব্যবধানে এগিয়ে বাইডেন চূড়ান্ত ফল এখনও অস্পষ্ট,ট্রাম্পকে হারিয়ে যুক্তরাষ্ট্রের প্রেসিডেন্ট বাইডেন,0
চট্টগ্রামে চা বাগানের শ্রমিক হলেন নিরব-অপু!,থেমে নেই অপু বিশ্বাস,0
ভয়াবহ ভূমিকম্পে তুরস্কে নিহতের সংখ্যা বেড়ে ৬০,"বিরাম নেই ভূমিকম্পের, সাতসকালে ফের কাঁপল লাদাখ",0
বড় ব্যবধানে এগিয়ে বাইডেন চূড়ান্ত ফল এখনও অস্পষ্ট,"প্রতিশ্রুতি দিচ্ছি, সব মার্কিন নাগরিকের প্রেসিডেন্ট হব, টুইটে বাইডেন",0
চ্যাম্পিয়নস লিগে রাতে বার্সার মুখোমুখি হবে জুভেন্টাস,জুভেন্টাসের বিপক্ষে কুতিনহোকে পাচ্ছে না বার্সা,0
"সিনে কেরিয়ারে কোন কোন স্বীকৃতি পেয়েছেন ফেলুদা, দেখে নিন লম্বা তালিকা",মারা গেছেন অভিনেতা সৌমিত্র চট্টোপাধ্যায়,0
জো বাইডেনের ঐতিহাসিক জয়,নেভাদা-পেনসিলভ্যানিয়ায় আরও এগিয়ে জয়ের দ্বারপ্রান্তে বাইডেন,0
"সৈকতে নগ্ন হয়ে দৌড়, অভিনেতার বিরুদ্ধে মামলা","সমুদ্র সৈকতে নগ্ন হয়ে দৌড়, পুলিশে অভিযোগ মিলিন্দ সুমনের বিরুদ্ধে",0
"পেলের সঙ্গে একই আসনে মেসি, বিশ্বরেকর্ড গড়া বার্সা তারকাকে শুভেচ্ছা ফুটবল সম্রাটের","পেলেকে ছুঁলেন মেসি, বার্সা হারালো পয়েন্ট",0
"রাতে নামছে বার্সা-জুভেন্টাস, নেই মেসির প্রতিদ্বন্দ্বী",মেসির জন্য আলাদা পরিকল্পনা করছেন জুভেন্টাস কোচ,0
ইতিহাসের প্রথম মার্কিন নারী ভাইস প্রেসিডেন্ট,"‘তুমিও প্রেসিডেন্ট হবে’, নাতনির সঙ্গে কমলার কথোপকথনের ভিডিয়ো ভাইরাল",0
ববিতার কষ্ট দূর করতে ঈদের আয়োজন করেছিলেন সৌমিত্র চট্টোপাধ্যায়,তিনি ছিলেন বাংলা ছবির অভিভাবক: ববিতা,0
"এই ব্লাড গ্রুপের মানুষদের করোনায় আক্রান্ত হওয়ার ঝুঁকি কম, দাবি গবেষণাপত্রে",এই বিশেষ ব্লাড গ্রুপের মানুষের করোনা আক্রান্ত হওয়ার সম্ভাবনা বেশি,0
বিশ্বে করোনায় ১১ লাখ ৯৪ হাজার লোকের মৃত্যু,করোনায় সুস্থ ৩ কোটি ১৬ লাখ,0
মাটিতে নামানো হলো আর্মেনিয়ার ভয়ঙ্কর যুদ্ধবিমান,নাগার্নো-কারাবাখ নিয়ে আর্মেনিয়ার সঙ্গে চলমান সংঘাতে শেষ পর্যন্ত লড়াই.,0
যা থাকছে সংসদের আজকের বৈঠকে,সংসদের ইতিহাসে প্রথম বিশেষ অধিবেশন শুরু,0
সত্যজিত রায়ের অপু যেভাবে ফেলুদা হয়ে উঠলেন,মারা গেলেন কিংবদন্তি অভিনেতা সৌমিত্র চট্টোপাধ্যায়,0
মাঝ রাতেও ছেলের সঙ্গে কথা বলতে হয়: কোয়েল,"কবীরই তাঁর জীবনের 'সূর্যের আলো', ছেলের নতুন ছবি প্রকাশ্যে আনলেন কোয়েল",0
"নিজে হস্তক্ষেপ করে নেতাজি অন্তর্ধান রহস্য সামনে আনুন', মোদীকে চাপ মমতার",২৩ জানুয়ারি জাতীয় ছুটি চেয়ে মোদীকে চিঠি মমতার,0
"করোনা : দেশে আরও ১৫ জনের মৃত্যু, শনাক্ত ১ হাজার ৪৬৯","করোনায় ২৪ ঘণ্টায় ১৩ জনের মৃত্যু, নতুন আক্রান্ত ১২৮৯",0
ধর্ষণ মামলার আসামির বাড়ি থেকে অস্ত্র উদ্ধার,"ঘরে ঢুকে চাচিকে ধর্ষণ করে নগ্ন ছবি ধারণ, যুবলীগ নেতা গ্রেফতার",0
"বাবা আমার জন্য কোনও দিন কিছু করেননি, বিগ বসের ঘরে স্পষ্ট বললেন কুমার শানুর ছেলে জান",অবশেষে স্বজনপ্রীতি নিয়ে মুখ খুললেন সালমান,0
নাইট রাইডার্সকে তাকিয়ে থাকতে হবে পঞ্জাব ও হায়দরাবাদের দিকে।,"হাতে আছে ২ ম্যাচ, তিন টিকিটের লড়াইয়ে ছয়টি দল",0
কোভিড-১৯: এমপি শহীদুজ্জামান দ্বিতীয় দফায় আক্রান্ত,ছয় এমপি করোনা আক্রান্ত,0
মহিলাদের টি-টোয়েন্টি চ্যালেঞ্জ ২০২০ : রাধার দাপটে সুপারনোভাসের বিরুদ্ধে ১১৮ রানে শেষ ট্রেইলব্লেজার্স,"বল হাতে সালমার ঝলক, নারী আইপিএলের শিরোপা ট্রেইলব্লেজার্সের",0
পদ্মা সেতুর ৫ হাজার ২৫০ মিটার এখন দৃশ্যমান,শনিবার বসছে পদ্মাসেতুর ৩৫তম স্প্যান,0
মার্কিন প্রেসিডেন্ট নির্বাচন নিয়ে ডয়েচ ভেলের নানা তথ্য,আবার ট্রাম্প নাকি বাইডেন ?,0
চট্টগ্রামকে হারিয়ে চ্যাম্পিয়ান মাহমুদউল্লাহর খুলনা,শিরোপা জিততে চট্টগ্রামের দরকার ১৫৬ রান,0
জাতিসংঘের অস্ত্র নিষেধাজ্ঞা থেকে মুক্তি পেলো ইরান,ইরান ইস্যুতে বুদ্ধিবৃত্তিক পরিচয় দিক যুক্তরাষ্ট্র: রাশিয়া,0
সাত পাকে বাঁধা পড়লেন সুপারস্টার নায়িকা কাজল,"গাঁটছড়া বেঁধেছেন তামিল, তেলেগু ও হিন্দি সিনেমার জনপ্রিয় অভিনেত্রী কাজল.",0
মিয়ানমারে সাধারণ নির্বাচন অনুষ্ঠিত জয় পেতে পারে সু চির দল,রোহিঙ্গাদের ছাড়াই মিয়ানমারের জাতীয় নির্বাচন,0
করোনা সক্রিয় রোগীর দিক দিয়ে এশিয়ায় তৃতীয় বাংলাদেশ,"করোনায় আরও ২৮ জনের মৃত্যু, শনাক্ত ১ হাজার ৮৪৭",0
